Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
3965,'53+75=-23','53-76=-23',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'5;3;+;7;5;=;-;2;3','5;3;-;7;6;=;-;2;3'
3966,'54-77=731','54+77=131',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'5;4;-;7;7;=;7;3;1','5;4;+;7;7;=;1;3;1'
3967,'55-54=47','95-54=41',digit_to_digit,7,7,1,0,5,9,,,,,,,'5;5;-;5;4;=;4;7','9;5;-;5;4;=;4;1'
3968,'45-26=21','46-25=21',digit_to_digit,4,6,5,1,5,6,,,,,,,'4;5;-;2;6;=;2;1','4;6;-;2;5;=;2;1'
3969,'96+11=181','96+11=107',digit_to_digit,6,8,0,7,1,7,,,,,,,'9;6;+;11;=;1;8;1','9;6;+;11;=;1;0;7'
3970,'16-27=37','16+21=37',op_and_digit_balance,4,7,1,2,-,+,,,,,,,'1;6;-;2;7;=;3;7','1;6;+;2;1;=;3;7'
3971,'82-10=102','92+10=102',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;2;-;1;0;=;1;0;2','9;2;+;1;0;=;1;0;2'
3972,'38+68=705','38+68=106',digit_to_digit,6,7,1,8,5,6,,,,,,,'3;8;+;6;8;=;7;0;5','3;8;+;6;8;=;1;0;6'
3973,'26+31=69','26+37=63',digit_to_digit,7,9,3,4,1,7,,,,,,,'2;6;+;3;1;=;6;9','2;6;+;3;7;=;6;3'
3974,'36=88--52','36-88=-52',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;6;=;8;8;-;-;5;2','3;6;-;8;8;=;-;5;2'
3975,'41-34=17','41-24=17',within_digit,3,3,2,,,,,,,,,,'4;1;-;3;4;=;1;7','4;1;-;2;4;=;1;7'
3976,'70-87=137','70+67=137',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'7;0;-;8;7;=;1;3;7','7;0;+;6;7;=;1;3;7'
3977,'70=81--11','70-81=-11',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;0;=;8;1;-;-;11','7;0;-;8;1;=;-;11'
3978,'83-35=50','93-35=58',digit_to_digit,0,8,9,7,0,8,,,,,,,'8;3;-;3;5;=;5;0','9;3;-;3;5;=;5;8'
3979,'90+57=81','30+57=87',digit_to_digit,0,9,3,7,1,7,,,,,,,'9;0;+;5;7;=;8;1','3;0;+;5;7;=;8;7'
3980,'55+29=27','56-29=27',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'5;5;+;2;9;=;2;7','5;6;-;2;9;=;2;7'
3981,'80-94=154','60+94=154',op_and_digit_balance,0,8,6,2,-,+,,,,,,,'8;0;-;9;4;=;1;5;4','6;0;+;9;4;=;1;5;4'
3982,'54+55=-11','54-65=-11',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'5;4;+;5;5;=;-;11','5;4;-;6;5;=;-;11'
3983,'55+58=-2','56-58=-2',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'5;5;+;5;8;=;-;2','5;6;-;5;8;=;-;2'
3984,'82-93=185','92+93=185',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;2;-;9;3;=;1;8;5','9;2;+;9;3;=;1;8;5'
3985,'21+51=-36','21-57=-36',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'2;1;+;5;1;=;-;3;6','2;1;-;5;7;=;-;3;6'
3986,'29+55=-66','29-95=-66',op_and_digit_balance,2,+,-,3,5,9,,,,,,,'2;9;+;5;5;=;-;6;6','2;9;-;9;5;=;-;6;6'
3987,'63-30=59','83-30=53',digit_to_digit,7,9,3,0,6,8,,,,,,,'6;3;-;3;0;=;5;9','8;3;-;3;0;=;5;3'
3988,'88-84=182','88+94=182',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'8;8;-;8;4;=;1;8;2','8;8;+;9;4;=;1;8;2'
3989,'53+13=-20','53-73=-20',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'5;3;+;1;3;=;-;2;0','5;3;-;7;3;=;-;2;0'
3990,'13+41=32','73-41=32',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;3;+;4;1;=;3;2','7;3;-;4;1;=;3;2'
3991,'13-89=98','13+85=98',op_and_digit_balance,4,9,5,2,-,+,,,,,,,'1;3;-;8;9;=;9;8','1;3;+;8;5;=;9;8'
3992,'59+35=100','65+35=100',digit_to_digit,1,9,5,0,5,6,,,,,,,'5;9;+;3;5;=;1;0;0','6;5;+;3;5;=;1;0;0'
3993,'44+49=99','44+45=89',digit_to_digit,4,9,5,6,9,8,,,,,,,'4;4;+;4;9;=;9;9','4;4;+;4;5;=;8;9'
3994,'61-58=17','67-50=17',digit_to_digit,4,8,0,1,1,7,,,,,,,'6;1;-;5;8;=;1;7','6;7;-;5;0;=;1;7'
3995,'39-14=59','39+14=53',op_and_digit_balance,7,9,3,2,-,+,,,,,,,'3;9;-;1;4;=;5;9','3;9;+;1;4;=;5;3'
3996,'93-98=189','93+96=189',op_and_digit_balance,4,8,6,2,-,+,,,,,,,'9;3;-;9;8;=;1;8;9','9;3;+;9;6;=;1;8;9'
3997,'87-47=734','87+47=134',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;7;-;4;7;=;7;3;4','8;7;+;4;7;=;1;3;4'
3998,'53+10=62','53+10=63',within_digit,7,2,3,,,,,,,,,,'5;3;+;1;0;=;6;2','5;3;+;1;0;=;6;3'
3999,'13+62=74','12+62=74',within_digit,1,3,2,,,,,,,,,,'1;3;+;6;2;=;7;4','1;2;+;6;2;=;7;4'
4000,'36-58=-12','38-50=-12',digit_to_digit,4,8,0,1,6,8,,,,,,,'3;6;-;5;8;=;-;1;2','3;8;-;5;0;=;-;1;2'
4001,'15-58=77','75-58=17',digit_to_digit,6,7,1,0,1,7,,,,,,,'1;5;-;5;8;=;7;7','7;5;-;5;8;=;1;7'
4002,'15-93=48','15+33=48',op_and_digit_balance,3,9,3,2,-,+,,,,,,,'1;5;-;9;3;=;4;8','1;5;+;3;3;=;4;8'
4003,'88-77=175','98+77=175',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;8;-;7;7;=;1;7;5','9;8;+;7;7;=;1;7;5'
4004,'76-73=2','76-73=3',within_digit,6,2,3,,,,,,,,,,'7;6;-;7;3;=;2','7;6;-;7;3;=;3'
4005,'10+22=48','70-22=48',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;0;+;2;2;=;4;8','7;0;-;2;2;=;4;8'
4006,'12-78=54','72-18=54',digit_to_digit,3,7,1,0,1,7,,,,,,,'1;2;-;7;8;=;5;4','7;2;-;1;8;=;5;4'
4007,'12-87=-63','12-81=-69',digit_to_digit,4,7,1,8,3,9,,,,,,,'1;2;-;8;7;=;-;6;3','1;2;-;8;1;=;-;6;9'
4008,'46-97=743','46+97=143',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'4;6;-;9;7;=;7;4;3','4;6;+;9;7;=;1;4;3'
4009,'95-38=139','95+38=133',op_and_digit_balance,8,9,3,2,-,+,,,,,,,'9;5;-;3;8;=;1;3;9','9;5;+;3;8;=;1;3;3'
4010,'57+10=-13','57-70=-13',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'5;7;+;1;0;=;-;1;3','5;7;-;7;0;=;-;1;3'
4011,'50+63=118','50+69=119',digit_to_digit,7,8,9,4,3,9,,,,,,,'5;0;+;6;3;=;11;8','5;0;+;6;9;=;11;9'
4012,'34-45=78','34+45=79',op_and_digit_balance,7,8,9,2,-,+,,,,,,,'3;4;-;4;5;=;7;8','3;4;+;4;5;=;7;9'
4013,'63+31=911','63+31=94',four_eleven,7,11,4,,,,,,,,,,'6;3;+;3;1;=;9;11','6;3;+;3;1;=;9;4'
4014,'42-59=95','42+53=95',op_and_digit_balance,4,9,3,2,-,+,,,,,,,'4;2;-;5;9;=;9;5','4;2;+;5;3;=;9;5'
4015,'24-76=108','24+76=100',op_and_digit_balance,8,8,0,2,-,+,,,,,,,'2;4;-;7;6;=;1;0;8','2;4;+;7;6;=;1;0;0'
4016,'99-22=127','99+22=121',op_and_digit_balance,8,7,1,2,-,+,,,,,,,'9;9;-;2;2;=;1;2;7','9;9;+;2;2;=;1;2;1'
4017,'98-33=75','98-23=75',within_digit,3,3,2,,,,,,,,,,'9;8;-;3;3;=;7;5','9;8;-;2;3;=;7;5'
4018,'95+91=-6','85-91=-6',op_and_digit_balance,2,+,-,0,9,8,,,,,,,'9;5;+;9;1;=;-;6','8;5;-;9;1;=;-;6'
4019,'68-28=86','68+28=96',op_and_digit_balance,6,8,9,2,-,+,,,,,,,'6;8;-;2;8;=;8;6','6;8;+;2;8;=;9;6'
4020,'28-88=126','28+98=126',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'2;8;-;8;8;=;1;2;6','2;8;+;9;8;=;1;2;6'
4021,'84+94=116','84+34=118',digit_to_digit,3,9,3,7,6,8,,,,,,,'8;4;+;9;4;=;11;6','8;4;+;3;4;=;11;8'
4022,'87+38=135','87+38=125',within_digit,7,3,2,,,,,,,,,,'8;7;+;3;8;=;1;3;5','8;7;+;3;8;=;1;2;5'
4023,'66-22=78','56+22=78',op_and_digit_balance,0,6,5,2,-,+,,,,,,,'6;6;-;2;2;=;7;8','5;6;+;2;2;=;7;8'
4024,'52=44-8','52-44=8',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;2;=;4;4;-;8','5;2;-;4;4;=;8'
4025,'29-41=-78','29-47=-18',digit_to_digit,7,7,1,4,1,7,,,,,,,'2;9;-;4;1;=;-;7;8','2;9;-;4;7;=;-;1;8'
4026,'47+34=97','47+34=81',digit_to_digit,7,7,1,6,9,8,,,,,,,'4;7;+;3;4;=;9;7','4;7;+;3;4;=;8;1'
4027,'88-20=188','88+20=108',op_and_digit_balance,7,8,0,2,-,+,,,,,,,'8;8;-;2;0;=;1;8;8','8;8;+;2;0;=;1;0;8'
4028,'73-71=1','72-71=1',within_digit,1,3,2,,,,,,,,,,'7;3;-;7;1;=;1','7;2;-;7;1;=;1'
4029,'28-29=67','28+29=57',op_and_digit_balance,6,6,5,2,-,+,,,,,,,'2;8;-;2;9;=;6;7','2;8;+;2;9;=;5;7'
4030,'17-28=-4','17-28=-11',four_eleven,7,4,11,,,,,,,,,,'1;7;-;2;8;=;-;4','1;7;-;2;8;=;-;11'
4031,'49-92=-4','48-52=-4',digit_to_digit,3,9,5,1,9,8,,,,,,,'4;9;-;9;2;=;-;4','4;8;-;5;2;=;-;4'
4032,'80+81=-7','80-87=-7',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'8;0;+;8;1;=;-;7','8;0;-;8;7;=;-;7'
4033,'76+12=4','76-72=4',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'7;6;+;1;2;=;4','7;6;-;7;2;=;4'
4034,'21-38=-3','27-30=-3',digit_to_digit,4,8,0,1,1,7,,,,,,,'2;1;-;3;8;=;-;3','2;7;-;3;0;=;-;3'
4035,'60+93=169','60+99=159',digit_to_digit,7,6,5,4,3,9,,,,,,,'6;0;+;9;3;=;1;6;9','6;0;+;9;9;=;1;5;9'
4036,'45-89=-36','45-83=-38',digit_to_digit,4,9,3,8,6,8,,,,,,,'4;5;-;8;9;=;-;3;6','4;5;-;8;3;=;-;3;8'
4037,'74+86=-14','74-88=-14',op_and_digit_balance,2,+,-,4,6,8,,,,,,,'7;4;+;8;6;=;-;1;4','7;4;-;8;8;=;-;1;4'
4038,'71+93=1611','71+93=164',four_eleven,8,11,4,,,,,,,,,,'7;1;+;9;3;=;1;6;11','7;1;+;9;3;=;1;6;4'
4039,'24=89--65','24-89=-65',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;4;=;8;9;-;-;6;5','2;4;-;8;9;=;-;6;5'
4040,'31-59=38','91-53=38',digit_to_digit,4,9,3,0,3,9,,,,,,,'3;1;-;5;9;=;3;8','9;1;-;5;3;=;3;8'
4041,'82-65=747','82+65=147',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;2;-;6;5;=;7;4;7','8;2;+;6;5;=;1;4;7'
4042,'51+61=30','91-61=30',op_and_digit_balance,2,+,-,0,5,9,,,,,,,'5;1;+;6;1;=;3;0','9;1;-;6;1;=;3;0'
4043,'27-31=-70','27-37=-10',digit_to_digit,7,7,1,4,1,7,,,,,,,'2;7;-;3;1;=;-;7;0','2;7;-;3;7;=;-;1;0'
4044,'74-81=-73','14-87=-73',digit_to_digit,0,7,1,4,1,7,,,,,,,'7;4;-;8;1;=;-;7;3','1;4;-;8;7;=;-;7;3'
4045,'70-85=95','10+85=95',op_and_digit_balance,0,7,1,2,-,+,,,,,,,'7;0;-;8;5;=;9;5','1;0;+;8;5;=;9;5'
4046,'24-83=707','24+83=107',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'2;4;-;8;3;=;7;0;7','2;4;+;8;3;=;1;0;7'
4047,'61+91=148','51+97=148',digit_to_digit,0,6,5,4,1,7,,,,,,,'6;1;+;9;1;=;1;4;8','5;1;+;9;7;=;1;4;8'
4048,'91-37=64','91-27=64',within_digit,3,3,2,,,,,,,,,,'9;1;-;3;7;=;6;4','9;1;-;2;7;=;6;4'
4049,'47=54--7','47-54=-7',swap_-_and_=,2,=,-,5,-,=,,,,,,,'4;7;=;5;4;-;-;7','4;7;-;5;4;=;-;7'
4050,'82+34=117','83+34=117',within_digit,1,2,3,,,,,,,,,,'8;2;+;3;4;=;11;7','8;3;+;3;4;=;11;7'
4051,'12+13=89','12+73=85',digit_to_digit,7,9,5,3,1,7,,,,,,,'1;2;+;1;3;=;8;9','1;2;+;7;3;=;8;5'
4052,'95=36-59','95-36=59',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;5;=;3;6;-;5;9','9;5;-;3;6;=;5;9'
4053,'12+19=87','72+15=87',digit_to_digit,4,9,5,0,1,7,,,,,,,'1;2;+;1;9;=;8;7','7;2;+;1;5;=;8;7'
4054,'50+35=25','60-35=25',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;0;+;3;5;=;2;5','6;0;-;3;5;=;2;5'
4055,'78+35=42','78-36=42',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'7;8;+;3;5;=;4;2','7;8;-;3;6;=;4;2'
4056,'39+35=0','39-39=0',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'3;9;+;3;5;=;0','3;9;-;3;9;=;0'
4057,'41-61=-74','47-61=-14',digit_to_digit,7,7,1,1,1,7,,,,,,,'4;1;-;6;1;=;-;7;4','4;7;-;6;1;=;-;1;4'
4058,'29=95--66','29-95=-66',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;9;=;9;5;-;-;6;6','2;9;-;9;5;=;-;6;6'
4059,'47=71--24','47-71=-24',swap_-_and_=,2,=,-,5,-,=,,,,,,,'4;7;=;7;1;-;-;2;4','4;7;-;7;1;=;-;2;4'
4060,'56-57=8','66-57=9',digit_to_digit,6,8,9,0,5,6,,,,,,,'5;6;-;5;7;=;8','6;6;-;5;7;=;9'
4061,'57-20=91','57-20=37',digit_to_digit,6,9,3,7,1,7,,,,,,,'5;7;-;2;0;=;9;1','5;7;-;2;0;=;3;7'
4062,'78+21=83','78+21=99',digit_to_digit,6,8,9,7,3,9,,,,,,,'7;8;+;2;1;=;8;3','7;8;+;2;1;=;9;9'
4063,'54+49=15','64-49=15',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;4;+;4;9;=;1;5','6;4;-;4;9;=;1;5'
4064,'89-56=-11','85-96=-11',digit_to_digit,1,9,5,3,5,9,,,,,,,'8;9;-;5;6;=;-;11','8;5;-;9;6;=;-;11'
4065,'38+75=23','98-75=23',op_and_digit_balance,2,+,-,0,3,9,,,,,,,'3;8;+;7;5;=;2;3','9;8;-;7;5;=;2;3'
4066,'57-86=-3','57-66=-9',digit_to_digit,3,8,6,7,3,9,,,,,,,'5;7;-;8;6;=;-;3','5;7;-;6;6;=;-;9'
4067,'17-15=3','17-15=2',within_digit,6,3,2,,,,,,,,,,'1;7;-;1;5;=;3','1;7;-;1;5;=;2'
4068,'96-83=139','56+83=139',op_and_digit_balance,0,9,5,2,-,+,,,,,,,'9;6;-;8;3;=;1;3;9','5;6;+;8;3;=;1;3;9'
4069,'95+42=17','35+42=77',digit_to_digit,0,9,3,6,1,7,,,,,,,'9;5;+;4;2;=;1;7','3;5;+;4;2;=;7;7'
4070,'84+29=104','84+20=104',within_digit,4,9,0,,,,,,,,,,'8;4;+;2;9;=;1;0;4','8;4;+;2;0;=;1;0;4'
4071,'76-10=8','18-10=8',digit_to_digit,0,7,1,1,6,8,,,,,,,'7;6;-;1;0;=;8','1;8;-;1;0;=;8'
4072,'82-75=57','82-15=67',digit_to_digit,3,7,1,6,5,6,,,,,,,'8;2;-;7;5;=;5;7','8;2;-;1;5;=;6;7'
4073,'12+20=-6','12-20=-8',op_and_digit_balance,2,+,-,7,6,8,,,,,,,'1;2;+;2;0;=;-;6','1;2;-;2;0;=;-;8'
4074,'71+53=70','17+53=70',digit_to_digit,0,7,1,1,1,7,,,,,,,'7;1;+;5;3;=;7;0','1;7;+;5;3;=;7;0'
4075,'15+49=50','15+43=58',digit_to_digit,4,9,3,7,0,8,,,,,,,'1;5;+;4;9;=;5;0','1;5;+;4;3;=;5;8'
4076,'25-72=17','29-12=17',digit_to_digit,3,7,1,1,5,9,,,,,,,'2;5;-;7;2;=;1;7','2;9;-;1;2;=;1;7'
4077,'12+84=85','12+84=96',digit_to_digit,6,8,9,7,5,6,,,,,,,'1;2;+;8;4;=;8;5','1;2;+;8;4;=;9;6'
4078,'33-67=94','33+61=94',op_and_digit_balance,4,7,1,2,-,+,,,,,,,'3;3;-;6;7;=;9;4','3;3;+;6;1;=;9;4'
4079,'61+30=23','61-38=23',op_and_digit_balance,2,+,-,4,0,8,,,,,,,'6;1;+;3;0;=;2;3','6;1;-;3;8;=;2;3'
4080,'48+72=116','46+72=118',digit_to_digit,1,8,6,7,6,8,,,,,,,'4;8;+;7;2;=;11;6','4;6;+;7;2;=;11;8'
4081,'33-62=99','33+62=95',op_and_digit_balance,7,9,5,2,-,+,,,,,,,'3;3;-;6;2;=;9;9','3;3;+;6;2;=;9;5'
4082,'71-99=-12','71-83=-12',digit_to_digit,4,9,3,3,9,8,,,,,,,'7;1;-;9;9;=;-;1;2','7;1;-;8;3;=;-;1;2'
4083,'18+89=181','18+89=107',digit_to_digit,7,8,0,8,1,7,,,,,,,'1;8;+;8;9;=;1;8;1','1;8;+;8;9;=;1;0;7'
4084,'23+64=86','22+64=86',within_digit,1,3,2,,,,,,,,,,'2;3;+;6;4;=;8;6','2;2;+;6;4;=;8;6'
4085,'61-59=720','61+59=120',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'6;1;-;5;9;=;7;2;0','6;1;+;5;9;=;1;2;0'
4086,'46+51=-45','46-91=-45',op_and_digit_balance,2,+,-,3,5,9,,,,,,,'4;6;+;5;1;=;-;4;5','4;6;-;9;1;=;-;4;5'
4087,'29+59=98','39+59=98',within_digit,0,2,3,,,,,,,,,,'2;9;+;5;9;=;9;8','3;9;+;5;9;=;9;8'
4088,'76-97=113','16+97=113',op_and_digit_balance,0,7,1,2,-,+,,,,,,,'7;6;-;9;7;=;11;3','1;6;+;9;7;=;11;3'
4089,'54=92--38','54-92=-38',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;4;=;9;2;-;-;3;8','5;4;-;9;2;=;-;3;8'
4090,'72-71=743','72+71=143',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'7;2;-;7;1;=;7;4;3','7;2;+;7;1;=;1;4;3'
4091,'11+12=33','11+12=23',within_digit,5,3,2,,,,,,,,,,'11;+;1;2;=;3;3','11;+;1;2;=;2;3'
4092,'68-17=86','69+17=86',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'6;8;-;1;7;=;8;6','6;9;+;1;7;=;8;6'
4093,'63-93=-34','59-93=-34',digit_to_digit,0,6,5,1,3,9,,,,,,,'6;3;-;9;3;=;-;3;4','5;9;-;9;3;=;-;3;4'
4094,'10=57--47','10-57=-47',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;0;=;5;7;-;-;4;7','1;0;-;5;7;=;-;4;7'
4095,'76-13=29','16+13=29',op_and_digit_balance,0,7,1,2,-,+,,,,,,,'7;6;-;1;3;=;2;9','1;6;+;1;3;=;2;9'
4096,'91-42=139','91+42=133',op_and_digit_balance,8,9,3,2,-,+,,,,,,,'9;1;-;4;2;=;1;3;9','9;1;+;4;2;=;1;3;3'
4097,'37-97=74','37+37=74',op_and_digit_balance,3,9,3,2,-,+,,,,,,,'3;7;-;9;7;=;7;4','3;7;+;3;7;=;7;4'
4098,'36=34-2','36-34=2',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;6;=;3;4;-;2','3;6;-;3;4;=;2'
4099,'23-93=118','23+93=116',op_and_digit_balance,7,8,6,2,-,+,,,,,,,'2;3;-;9;3;=;11;8','2;3;+;9;3;=;11;6'
4100,'79-61=22','79-57=22',digit_to_digit,3,6,5,4,1,7,,,,,,,'7;9;-;6;1;=;2;2','7;9;-;5;7;=;2;2'
4101,'80-83=6','89-83=6',within_digit,1,0,9,,,,,,,,,,'8;0;-;8;3;=;6','8;9;-;8;3;=;6'
4102,'13+76=96','19+76=95',digit_to_digit,7,6,5,1,3,9,,,,,,,'1;3;+;7;6;=;9;6','1;9;+;7;6;=;9;5'
4103,'10-55=75','70-55=15',digit_to_digit,6,7,1,0,1,7,,,,,,,'1;0;-;5;5;=;7;5','7;0;-;5;5;=;1;5'
4104,'64+13=-9','64-73=-9',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'6;4;+;1;3;=;-;9','6;4;-;7;3;=;-;9'
4105,'12+30=112','12+30=42',four_eleven,6,11,4,,,,,,,,,,'1;2;+;3;0;=;11;2','1;2;+;3;0;=;4;2'
4106,'80-91=43','80-37=43',digit_to_digit,3,9,3,4,1,7,,,,,,,'8;0;-;9;1;=;4;3','8;0;-;3;7;=;4;3'
4107,'73-73=1','73-72=1',within_digit,4,3,2,,,,,,,,,,'7;3;-;7;3;=;1','7;3;-;7;2;=;1'
4108,'87-92=779','87+92=179',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;7;-;9;2;=;7;7;9','8;7;+;9;2;=;1;7;9'
4109,'74-87=167','74+87=161',op_and_digit_balance,8,7,1,2,-,+,,,,,,,'7;4;-;8;7;=;1;6;7','7;4;+;8;7;=;1;6;1'
4110,'19+48=51','13+48=61',digit_to_digit,1,9,3,6,5,6,,,,,,,'1;9;+;4;8;=;5;1','1;3;+;4;8;=;6;1'
4111,'40+50=700','40+60=100',digit_to_digit,6,7,1,3,5,6,,,,,,,'4;0;+;5;0;=;7;0;0','4;0;+;6;0;=;1;0;0'
4112,'81-58=140','81+59=140',op_and_digit_balance,4,8,9,2,-,+,,,,,,,'8;1;-;5;8;=;1;4;0','8;1;+;5;9;=;1;4;0'
4113,'49=71--22','49-71=-22',swap_-_and_=,2,=,-,5,-,=,,,,,,,'4;9;=;7;1;-;-;2;2','4;9;-;7;1;=;-;2;2'
4114,'51=78--27','51-78=-27',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;1;=;7;8;-;-;2;7','5;1;-;7;8;=;-;2;7'
4115,'46-28=28','48-20=28',digit_to_digit,4,8,0,1,6,8,,,,,,,'4;6;-;2;8;=;2;8','4;8;-;2;0;=;2;8'
4116,'95=45-50','95-45=50',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;5;=;4;5;-;5;0','9;5;-;4;5;=;5;0'
4117,'72-82=194','72+82=154',op_and_digit_balance,7,9,5,2,-,+,,,,,,,'7;2;-;8;2;=;1;9;4','7;2;+;8;2;=;1;5;4'
4118,'51+21=24','51-27=24',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'5;1;+;2;1;=;2;4','5;1;-;2;7;=;2;4'
4119,'22+41=68','22+47=69',digit_to_digit,7,8,9,4,1,7,,,,,,,'2;2;+;4;1;=;6;8','2;2;+;4;7;=;6;9'
4120,'12+71=149','72+71=143',digit_to_digit,8,9,3,0,1,7,,,,,,,'1;2;+;7;1;=;1;4;9','7;2;+;7;1;=;1;4;3'
4121,'55-42=87','55+42=97',op_and_digit_balance,6,8,9,2,-,+,,,,,,,'5;5;-;4;2;=;8;7','5;5;+;4;2;=;9;7'
4122,'80+49=32','80-48=32',op_and_digit_balance,2,+,-,4,9,8,,,,,,,'8;0;+;4;9;=;3;2','8;0;-;4;8;=;3;2'
4123,'70-88=-70','10-88=-78',digit_to_digit,0,7,1,8,0,8,,,,,,,'7;0;-;8;8;=;-;7;0','1;0;-;8;8;=;-;7;8'
4124,'59+43=108','65+43=108',digit_to_digit,1,9,5,0,5,6,,,,,,,'5;9;+;4;3;=;1;0;8','6;5;+;4;3;=;1;0;8'
4125,'25+90=-55','25-90=-65',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'2;5;+;9;0;=;-;5;5','2;5;-;9;0;=;-;6;5'
4126,'64+40=44','84-40=44',op_and_digit_balance,2,+,-,0,6,8,,,,,,,'6;4;+;4;0;=;4;4','8;4;-;4;0;=;4;4'
4127,'50+57=111','60+51=111',digit_to_digit,4,7,1,0,5,6,,,,,,,'5;0;+;5;7;=;1;11','6;0;+;5;1;=;1;11'
4128,'23-99=-15','23-38=-15',digit_to_digit,3,9,3,4,9,8,,,,,,,'2;3;-;9;9;=;-;1;5','2;3;-;3;8;=;-;1;5'
4129,'75+21=55','76-21=55',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'7;5;+;2;1;=;5;5','7;6;-;2;1;=;5;5'
4130,'88-17=106','89+17=106',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'8;8;-;1;7;=;1;0;6','8;9;+;1;7;=;1;0;6'
4131,'15+17=58','75-17=58',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;5;+;1;7;=;5;8','7;5;-;1;7;=;5;8'
4132,'83-79=182','83+79=162',op_and_digit_balance,7,8,6,2,-,+,,,,,,,'8;3;-;7;9;=;1;8;2','8;3;+;7;9;=;1;6;2'
4133,'28+22=60','28+32=60',within_digit,3,2,3,,,,,,,,,,'2;8;+;2;2;=;6;0','2;8;+;3;2;=;6;0'
4134,'84-24=58','84-24=60',digit_to_digit,7,8,0,6,5,6,,,,,,,'8;4;-;2;4;=;5;8','8;4;-;2;4;=;6;0'
4135,'50+23=21','50-23=27',op_and_digit_balance,2,+,-,7,1,7,,,,,,,'5;0;+;2;3;=;2;1','5;0;-;2;3;=;2;7'
4136,'85+10=76','86-10=76',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'8;5;+;1;0;=;7;6','8;6;-;1;0;=;7;6'
4137,'31+14=77','91-14=77',op_and_digit_balance,2,+,-,0,3,9,,,,,,,'3;1;+;1;4;=;7;7','9;1;-;1;4;=;7;7'
4138,'24-84=118','24+94=118',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'2;4;-;8;4;=;11;8','2;4;+;9;4;=;11;8'
4139,'51+33=10','51-33=18',op_and_digit_balance,2,+,-,7,0,8,,,,,,,'5;1;+;3;3;=;1;0','5;1;-;3;3;=;1;8'
4140,'39=51--12','39-51=-12',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;9;=;5;1;-;-;1;2','3;9;-;5;1;=;-;1;2'
4141,'42+49=81','42+45=87',digit_to_digit,4,9,5,7,1,7,,,,,,,'4;2;+;4;9;=;8;1','4;2;+;4;5;=;8;7'
4142,'80-25=45','80-35=45',within_digit,3,2,3,,,,,,,,,,'8;0;-;2;5;=;4;5','8;0;-;3;5;=;4;5'
