Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
617,'-7+-9=-19','-7+-9=-16',single,8,9,6,,,,,,,,,,'-;7;+;-;9;=;-;1;9','-;7;+;-;9;=;-;1;6'
618,'-2+6=3','-3+6=3',single,1,2,3,,,,,,,,,,'-;2;+;6;=;3','-;3;+;6;=;3'
619,'-0+-7=-16','-9+-7=-16',single,1,0,9,,,,,,,,,,'-;0;+;-;7;=;-;1;6','-;9;+;-;7;=;-;1;6'
620,'11+-6=2','11+-9=2',single,3,6,9,,,,,,,,,,'11;+;-;6;=;2','11;+;-;9;=;2'
621,'-8--5=3','-6--9=3',multi,1,8,6,4,5,9,,,,,,,'-;8;-;-;5;=;3','-;6;-;-;9;=;3'
622,'-0+2=-4','-6+2=-4',single,1,0,6,,,,,,,,,,'-;0;+;2;=;-;4','-;6;+;2;=;-;4'
623,'-4+-2=-7','-4+-3=-7',single,4,2,3,,,,,,,,,,'-;4;+;-;2;=;-;7','-;4;+;-;3;=;-;7'
624,'0+-5=4','9+-5=4',single,0,0,9,,,,,,,,,,'0;+;-;5;=;4','9;+;-;5;=;4'
625,'-9=-11-2','-9--11=2',multi,2,=,-,5,-,=,,,,,,,'-;9;=;-;11;-;2','-;9;-;-;11;=;2'
626,'-11=-9+5','-4=-9+5',single,1,11,4,,,,,,,,,,'-;11;=;-;9;+;5','-;4;=;-;9;+;5'
627,'-7+0=-1','-7+6=-1',single,3,0,6,,,,,,,,,,'-;7;+;0;=;-;1','-;7;+;6;=;-;1'
628,'-0--7=-2','-9--7=-2',single,1,0,9,,,,,,,,,,'-;0;-;-;7;=;-;2','-;9;-;-;7;=;-;2'
629,'-9+-3=-14','-9+-5=-14',single,4,3,5,,,,,,,,,,'-;9;+;-;3;=;-;1;4','-;9;+;-;5;=;-;1;4'
630,'-6+-4=-19','-6+-4=-10',single,8,9,0,,,,,,,,,,'-;6;+;-;4;=;-;1;9','-;6;+;-;4;=;-;1;0'
631,'6+-9=0','6+-6=0',single,3,9,6,,,,,,,,,,'6;+;-;9;=;0','6;+;-;6;=;0'
632,'-5+4=-9','-9+4=-5',multi,6,9,5,1,5,9,,,,,,,'-;5;+;4;=;-;9','-;9;+;4;=;-;5'
633,'1+-11=-19','1+-11=-10',single,7,9,0,,,,,,,,,,'1;+;-;11;=;-;1;9','1;+;-;11;=;-;1;0'
634,'-2=-9-7','-2--9=7',multi,2,=,-,5,-,=,,,,,,,'-;2;=;-;9;-;7','-;2;-;-;9;=;7'
635,'8+-11=-2','8+-11=-3',single,6,2,3,,,,,,,,,,'8;+;-;11;=;-;2','8;+;-;11;=;-;3'
636,'-11+11=6','-11+11=0',single,5,6,0,,,,,,,,,,'-;11;+;11;=;6','-;11;+;11;=;0'
637,'11+-6=-2','4+-6=-2',single,0,11,4,,,,,,,,,,'11;+;-;6;=;-;2','4;+;-;6;=;-;2'
638,'2=-1--5','2=-1--3',single,6,5,3,,,,,,,,,,'2;=;-;1;-;-;5','2;=;-;1;-;-;3'
639,'-5--3=-3','-5--3=-2',single,7,3,2,,,,,,,,,,'-;5;-;-;3;=;-;3','-;5;-;-;3;=;-;2'
640,'-8+2=-9','-8+2=-6',single,6,9,6,,,,,,,,,,'-;8;+;2;=;-;9','-;8;+;2;=;-;6'
641,'0+-4=5','9+-4=5',single,0,0,9,,,,,,,,,,'0;+;-;4;=;5','9;+;-;4;=;5'
642,'-11+7=3','-4+7=3',single,1,11,4,,,,,,,,,,'-;11;+;7;=;3','-;4;+;7;=;3'
643,'1=-1--3','1=-1--2',single,6,3,2,,,,,,,,,,'1;=;-;1;-;-;3','1;=;-;1;-;-;2'
644,'-5+-5=-8','-5+-3=-8',single,4,5,3,,,,,,,,,,'-;5;+;-;5;=;-;8','-;5;+;-;3;=;-;8'
645,'2=-6--9','3=-6--9',single,0,2,3,,,,,,,,,,'2;=;-;6;-;-;9','3;=;-;6;-;-;9'
646,'11+-11=-7','4+-11=-7',single,0,11,4,,,,,,,,,,'11;+;-;11;=;-;7','4;+;-;11;=;-;7'
647,'-5=-11-6','-5--11=6',multi,2,=,-,5,-,=,,,,,,,'-;5;=;-;11;-;6','-;5;-;-;11;=;6'
648,'-8+-8=-10','-8+-8=-16',single,8,0,6,,,,,,,,,,'-;8;+;-;8;=;-;1;0','-;8;+;-;8;=;-;1;6'
649,'-11--11=6','-11--11=0',single,6,6,0,,,,,,,,,,'-;11;-;-;11;=;6','-;11;-;-;11;=;0'
650,'-6+4=-3','-6+4=-2',single,6,3,2,,,,,,,,,,'-;6;+;4;=;-;3','-;6;+;4;=;-;2'
651,'11+-5=9','11+-5=6',single,5,9,6,,,,,,,,,,'11;+;-;5;=;9','11;+;-;5;=;6'
652,'-8--3=-3','-8--3=-5',single,7,3,5,,,,,,,,,,'-;8;-;-;3;=;-;3','-;8;-;-;3;=;-;5'
653,'-4--9=-2','-11--9=-2',single,1,4,11,,,,,,,,,,'-;4;-;-;9;=;-;2','-;11;-;-;9;=;-;2'
654,'-0--6=-3','-9--6=-3',single,1,0,9,,,,,,,,,,'-;0;-;-;6;=;-;3','-;9;-;-;6;=;-;3'
655,'2+-4=-9','2+-11=-9',single,3,4,11,,,,,,,,,,'2;+;-;4;=;-;9','2;+;-;11;=;-;9'
656,'8+-11=4','8+-4=4',single,3,11,4,,,,,,,,,,'8;+;-;11;=;4','8;+;-;4;=;4'
657,'-8+-3=-5','-6+-3=-9',multi,1,8,6,7,5,9,,,,,,,'-;8;+;-;3;=;-;5','-;6;+;-;3;=;-;9'
658,'-6--6=-3','-9--6=-3',single,1,6,9,,,,,,,,,,'-;6;-;-;6;=;-;3','-;9;-;-;6;=;-;3'
659,'3+-1=3','3+-1=2',single,5,3,2,,,,,,,,,,'3;+;-;1;=;3','3;+;-;1;=;2'
660,'-6--9=0','-6--6=0',single,4,9,6,,,,,,,,,,'-;6;-;-;9;=;0','-;6;-;-;6;=;0'
661,'-8+-11=-16','-8+-11=-19',single,8,6,9,,,,,,,,,,'-;8;+;-;11;=;-;1;6','-;8;+;-;11;=;-;1;9'
662,'-11--1=-3','-4--1=-3',single,1,11,4,,,,,,,,,,'-;11;-;-;1;=;-;3','-;4;-;-;1;=;-;3'
663,'2+-11=-6','2+-11=-9',single,6,6,9,,,,,,,,,,'2;+;-;11;=;-;6','2;+;-;11;=;-;9'
664,'-5--8=2','-5--8=3',single,6,2,3,,,,,,,,,,'-;5;-;-;8;=;2','-;5;-;-;8;=;3'
665,'-4--4=7','-4--11=7',single,4,4,11,,,,,,,,,,'-;4;-;-;4;=;7','-;4;-;-;11;=;7'
666,'-6+-1=-73','-6+-7=-13',multi,7,7,1,4,1,7,,,,,,,'-;6;+;-;1;=;-;7;3','-;6;+;-;7;=;-;1;3'
667,'-2--7=3','-2--7=5',single,6,3,5,,,,,,,,,,'-;2;-;-;7;=;3','-;2;-;-;7;=;5'
668,'-6+11=2','-9+11=2',single,1,6,9,,,,,,,,,,'-;6;+;11;=;2','-;9;+;11;=;2'
669,'-8=-11-3','-8--11=3',multi,2,=,-,5,-,=,,,,,,,'-;8;=;-;11;-;3','-;8;-;-;11;=;3'
670,'-1=5+-4','-1=3+-4',single,3,5,3,,,,,,,,,,'-;1;=;5;+;-;4','-;1;=;3;+;-;4'
671,'-4=3+-9','-4=5+-9',single,3,3,5,,,,,,,,,,'-;4;=;3;+;-;9','-;4;=;5;+;-;9'
672,'-4+-6=-17','-11+-6=-17',single,1,4,11,,,,,,,,,,'-;4;+;-;6;=;-;1;7','-;11;+;-;6;=;-;1;7'
673,'1+-3=-4','1+-5=-4',single,3,3,5,,,,,,,,,,'1;+;-;3;=;-;4','1;+;-;5;=;-;4'
674,'-4--11=0','-11--11=0',single,1,4,11,,,,,,,,,,'-;4;-;-;11;=;0','-;11;-;-;11;=;0'
675,'-3--8=3','-3--8=5',single,6,3,5,,,,,,,,,,'-;3;-;-;8;=;3','-;3;-;-;8;=;5'
676,'11+-5=-1','4+-5=-1',single,0,11,4,,,,,,,,,,'11;+;-;5;=;-;1','4;+;-;5;=;-;1'
677,'-11+-11=-15','-4+-11=-15',single,1,11,4,,,,,,,,,,'-;11;+;-;11;=;-;1;5','-;4;+;-;11;=;-;1;5'
678,'-7+-5=-18','-7+-9=-16',multi,8,8,6,4,5,9,,,,,,,'-;7;+;-;5;=;-;1;8','-;7;+;-;9;=;-;1;6'
679,'9+-3=-6','3+-9=-6',multi,0,9,3,3,3,9,,,,,,,'9;+;-;3;=;-;6','3;+;-;9;=;-;6'
680,'-4+-7=-4','-4+-7=-11',single,7,4,11,,,,,,,,,,'-;4;+;-;7;=;-;4','-;4;+;-;7;=;-;11'
681,'-4+17=1','-4+11=7',multi,4,7,1,3,1,7,5,=,7,6,1,,'-;4;+;1;7;=;1',-;4;+;1;1;=;7'
682,'-0--4=-5','-9--4=-5',single,1,0,9,,,,,,,,,,'-;0;-;-;4;=;-;5','-;9;-;-;4;=;-;5'
683,'-6+-7=-15','-6+-7=-13',single,8,5,3,,,,,,,,,,'-;6;+;-;7;=;-;1;5','-;6;+;-;7;=;-;1;3'
684,'-5+5=6','-5+5=0',single,5,6,0,,,,,,,,,,'-;5;+;5;=;6','-;5;+;5;=;0'
685,'1+-4=-5','1+-4=-3',single,6,5,3,,,,,,,,,,'1;+;-;4;=;-;5','1;+;-;4;=;-;3'
686,'4+-17=-1','4+-11=-7',multi,4,7,1,5,=,-,3,1,7,6,-,7,'4;+;-;1;7;=;-;1',4;+;-;1;1;=;-;7'
687,'-17--1=-4','-11--7=-4',multi,2,7,1,6,=,-,1,1,7,4,-,7,'-;1;7;-;-;1;=;-;4',-;1;1;-;-;7;=;-;4'
688,'0+-4=2','6+-4=2',single,0,0,6,,,,,,,,,,'0;+;-;4;=;2','6;+;-;4;=;2'
689,'7=-6--1','1=-6--7',multi,0,7,1,6,1,7,,,,,,,'7;=;-;6;-;-;1','1;=;-;6;-;-;7'
690,'9+-11=-3','9+-11=-2',single,6,3,2,,,,,,,,,,'9;+;-;11;=;-;3','9;+;-;11;=;-;2'
691,'-7+-1=-74','-7+-7=-14',multi,7,7,1,4,1,7,,,,,,,'-;7;+;-;1;=;-;7;4','-;7;+;-;7;=;-;1;4'
692,'-4+7=-4','-11+7=-4',single,1,4,11,,,,,,,,,,'-;4;+;7;=;-;4','-;11;+;7;=;-;4'
693,'-5--11=0','-5--11=6',single,6,0,6,,,,,,,,,,'-;5;-;-;11;=;0','-;5;-;-;11;=;6'
694,'-5--6=-1','-6--5=-1',multi,4,6,5,1,5,6,,,,,,,'-;5;-;-;6;=;-;1','-;6;-;-;5;=;-;1'
695,'8+-9=1','9+-8=1',multi,0,8,9,3,9,8,,,,,,,'8;+;-;9;=;1','9;+;-;8;=;1'
696,'-7+1=6','-1+7=6',multi,1,7,1,3,1,7,,,,,,,'-;7;+;1;=;6','-;1;+;7;=;6'
697,'-3--5=3','-3--5=2',single,6,3,2,,,,,,,,,,'-;3;-;-;5;=;3','-;3;-;-;5;=;2'
698,'-4+-8=-13','-4+-8=-12',single,8,3,2,,,,,,,,,,'-;4;+;-;8;=;-;1;3','-;4;+;-;8;=;-;1;2'
699,'-9--3=6','-3--9=6',multi,1,9,3,4,3,9,,,,,,,'-;9;-;-;3;=;6','-;3;-;-;9;=;6'
700,'3=-9+6','3=-5+8',multi,3,9,5,5,6,8,,,,,,,'3;=;-;9;+;6','3;=;-;5;+;8'
701,'-2+7=3','-2+7=5',single,5,3,5,,,,,,,,,,'-;2;+;7;=;3','-;2;+;7;=;5'
702,'-4+-11=-13','-4+-11=-15',single,8,3,5,,,,,,,,,,'-;4;+;-;11;=;-;1;3','-;4;+;-;11;=;-;1;5'
703,'-9+7=1','-6+7=1',single,1,9,6,,,,,,,,,,'-;9;+;7;=;1','-;6;+;7;=;1'
704,'-3=-4--8','-3=-11--8',single,4,4,11,,,,,,,,,,'-;3;=;-;4;-;-;8','-;3;=;-;11;-;-;8'
705,'-5+3=-8','-9+3=-6',multi,6,8,6,1,5,9,,,,,,,'-;5;+;3;=;-;8','-;9;+;3;=;-;6'
706,'-6+11=-2','-6+4=-2',single,3,11,4,,,,,,,,,,'-;6;+;11;=;-;2','-;6;+;4;=;-;2'
707,'5+-2=5','5+-2=3',single,5,5,3,,,,,,,,,,'5;+;-;2;=;5','5;+;-;2;=;3'
708,'-8--6=1','-8--9=1',single,4,6,9,,,,,,,,,,'-;8;-;-;6;=;1','-;8;-;-;9;=;1'
709,'-8--2=-0','-8--2=-6',single,7,0,6,,,,,,,,,,'-;8;-;-;2;=;-;0','-;8;-;-;2;=;-;6'
710,'-2+5=1','-2+3=1',single,3,5,3,,,,,,,,,,'-;2;+;5;=;1','-;2;+;3;=;1'
711,'9+-2=6','9+-3=6',single,3,2,3,,,,,,,,,,'9;+;-;2;=;6','9;+;-;3;=;6'
712,'10=4+-1','10=11+-1',single,3,4,11,,,,,,,,,,'1;0;=;4;+;-;1','1;0;=;11;+;-;1'
713,'-9+-4=-10','-6+-4=-10',single,1,9,6,,,,,,,,,,'-;9;+;-;4;=;-;1;0','-;6;+;-;4;=;-;1;0'
714,'-2--11=2','-2--4=2',single,4,11,4,,,,,,,,,,'-;2;-;-;11;=;2','-;2;-;-;4;=;2'
715,'-8+8=6','-8+8=0',single,5,6,0,,,,,,,,,,'-;8;+;8;=;6','-;8;+;8;=;0'
716,'5+-2=1','3+-2=1',single,0,5,3,,,,,,,,,,'5;+;-;2;=;1','3;+;-;2;=;1'
717,'-1+-4=-17','-7+-4=-11',multi,8,7,1,1,1,7,7,1,7,,,,'-;1;+;-;4;=;-;1;7',-;7;+;-;4;=;-;1;1'
718,'-6+-3=-0','-6+-3=-9',single,7,0,9,,,,,,,,,,'-;6;+;-;3;=;-;0','-;6;+;-;3;=;-;9'
719,'7+-3=11','7+-3=4',single,5,11,4,,,,,,,,,,'7;+;-;3;=;11','7;+;-;3;=;4'
720,'-11+2=-8','-11+3=-8',single,3,2,3,,,,,,,,,,'-;11;+;2;=;-;8','-;11;+;3;=;-;8'
721,'2=-2+5','3=-2+5',single,0,2,3,,,,,,,,,,'2;=;-;2;+;5','3;=;-;2;+;5'
722,'-4--17=1','-4--11=7',multi,5,7,1,4,1,7,6,=,7,7,1,,'-;4;-;-;1;7;=;1',-;4;-;-;1;1;=;7'
723,'-8--5=-2','-8--5=-3',single,7,2,3,,,,,,,,,,'-;8;-;-;5;=;-;2','-;8;-;-;5;=;-;3'
724,'11+-11=9','11+-11=0',single,5,9,0,,,,,,,,,,'11;+;-;11;=;9','11;+;-;11;=;0'
725,'-7=-11-4','-7--11=4',multi,2,=,-,5,-,=,,,,,,,'-;7;=;-;11;-;4','-;7;-;-;11;=;4'
726,'-11+2=-6','-11+2=-9',single,6,6,9,,,,,,,,,,'-;11;+;2;=;-;6','-;11;+;2;=;-;9'
727,'-3+1=-4','-5+1=-4',single,1,3,5,,,,,,,,,,'-;3;+;1;=;-;4','-;5;+;1;=;-;4'
728,'-5+-11=-14','-3+-11=-14',single,1,5,3,,,,,,,,,,'-;5;+;-;11;=;-;1;4','-;3;+;-;11;=;-;1;4'
729,'-3+5=8','-3+9=6',multi,5,8,6,3,5,9,,,,,,,'-;3;+;5;=;8','-;3;+;9;=;6'
730,'-1+-9=-8','-1+-8=-9',multi,7,8,9,4,9,8,,,,,,,'-;1;+;-;9;=;-;8','-;1;+;-;8;=;-;9'
731,'8+-2=0','8+-2=6',single,5,0,6,,,,,,,,,,'8;+;-;2;=;0','8;+;-;2;=;6'
732,'-11--9=-5','-11--6=-5',single,4,9,6,,,,,,,,,,'-;11;-;-;9;=;-;5','-;11;-;-;6;=;-;5'
733,'-3--5=0','-5--5=0',single,1,3,5,,,,,,,,,,'-;3;-;-;5;=;0','-;5;-;-;5;=;0'
734,'-7--2=-4','-7--3=-4',single,4,2,3,,,,,,,,,,'-;7;-;-;2;=;-;4','-;7;-;-;3;=;-;4'
735,'-4--3=1','-4--5=1',single,4,3,5,,,,,,,,,,'-;4;-;-;3;=;1','-;4;-;-;5;=;1'
736,'-3--9=7','-2--9=7',single,1,3,2,,,,,,,,,,'-;3;-;-;9;=;7','-;2;-;-;9;=;7'
737,'11+-1=19','11+-1=10',single,6,9,0,,,,,,,,,,'11;+;-;1;=;1;9','11;+;-;1;=;1;0'
738,'-9+6=-5','-9+6=-3',single,6,5,3,,,,,,,,,,'-;9;+;6;=;-;5','-;9;+;6;=;-;3'
739,'-11+3=-9','-11+2=-9',single,3,3,2,,,,,,,,,,'-;11;+;3;=;-;9','-;11;+;2;=;-;9'
740,'8+-5=-3','6+-9=-3',multi,0,8,6,3,5,9,,,,,,,'8;+;-;5;=;-;3','6;+;-;9;=;-;3'
741,'-7+3=-11','-7+3=-4',single,6,11,4,,,,,,,,,,'-;7;+;3;=;-;11','-;7;+;3;=;-;4'
742,'-6--2=-3','-6--3=-3',single,4,2,3,,,,,,,,,,'-;6;-;-;2;=;-;3','-;6;-;-;3;=;-;3'
743,'-5=-2--3','-5--2=-3',multi,2,=,-,5,-,=,,,,,,,'-;5;=;-;2;-;-;3','-;5;-;-;2;=;-;3'
744,'-4+6=-5','-11+6=-5',single,1,4,11,,,,,,,,,,'-;4;+;6;=;-;5','-;11;+;6;=;-;5'
745,'-11--2=-6','-11--2=-9',single,7,6,9,,,,,,,,,,'-;11;-;-;2;=;-;6','-;11;-;-;2;=;-;9'
746,'-7+-6=-19','-7+-8=-15',multi,8,9,5,4,6,8,,,,,,,'-;7;+;-;6;=;-;1;9','-;7;+;-;8;=;-;1;5'
747,'-4--5=9','-4--9=5',multi,6,9,5,4,5,9,,,,,,,'-;4;-;-;5;=;9','-;4;-;-;9;=;5'
748,'-3+-5=-10','-5+-5=-10',single,1,3,5,,,,,,,,,,'-;3;+;-;5;=;-;1;0','-;5;+;-;5;=;-;1;0'
749,'-2+6=8','-2+8=6',multi,5,8,6,3,6,8,,,,,,,'-;2;+;6;=;8','-;2;+;8;=;6'
750,'-7+4=4','-7+11=4',single,3,4,11,,,,,,,,,,'-;7;+;4;=;4','-;7;+;11;=;4'
751,'-2+2=9','-2+2=0',single,5,9,0,,,,,,,,,,'-;2;+;2;=;9','-;2;+;2;=;0'
752,'-11=-3--8','-11--3=-8',multi,2,=,-,5,-,=,,,,,,,'-;11;=;-;3;-;-;8','-;11;-;-;3;=;-;8'
753,'-11+7=-11','-11+7=-4',single,6,11,4,,,,,,,,,,'-;11;+;7;=;-;11','-;11;+;7;=;-;4'
754,'-71--1=-4','-11--7=-4',multi,1,7,1,6,=,-,2,1,7,4,-,7,'-;7;1;-;-;1;=;-;4',-;1;1;-;-;7;=;-;4'
755,'-3+-3=-0','-3+-3=-6',single,7,0,6,,,,,,,,,,'-;3;+;-;3;=;-;0','-;3;+;-;3;=;-;6'
756,'-5--3=-8','-9--3=-6',multi,7,8,6,1,5,9,,,,,,,'-;5;-;-;3;=;-;8','-;9;-;-;3;=;-;6'
757,'-5+-8=-15','-9+-6=-15',multi,4,8,6,1,5,9,,,,,,,'-;5;+;-;8;=;-;1;5','-;9;+;-;6;=;-;1;5'
758,'-1=-6+3','-1=-6+5',single,6,3,5,,,,,,,,,,'-;1;=;-;6;+;3','-;1;=;-;6;+;5'
759,'-11--7=3','-4--7=3',single,1,11,4,,,,,,,,,,'-;11;-;-;7;=;3','-;4;-;-;7;=;3'
760,'-11+9=-5','-11+6=-5',single,3,9,6,,,,,,,,,,'-;11;+;9;=;-;5','-;11;+;6;=;-;5'
761,'-7+3=-2','-7+5=-2',single,3,3,5,,,,,,,,,,'-;7;+;3;=;-;2','-;7;+;5;=;-;2'
762,'-5--5=2','-3--5=2',single,1,5,3,,,,,,,,,,'-;5;-;-;5;=;2','-;3;-;-;5;=;2'
763,'-7+-3=-16','-7+-3=-10',single,8,6,0,,,,,,,,,,'-;7;+;-;3;=;-;1;6','-;7;+;-;3;=;-;1;0'
764,'-9+-9=-15','-9+-6=-15',single,4,9,6,,,,,,,,,,'-;9;+;-;9;=;-;1;5','-;9;+;-;6;=;-;1;5'
765,'-9+-4=-20','-9+-11=-20',single,4,4,11,,,,,,,,,,'-;9;+;-;4;=;-;2;0','-;9;+;-;11;=;-;2;0'
766,'-6+9=0','-9+9=0',single,1,6,9,,,,,,,,,,'-;6;+;9;=;0','-;9;+;9;=;0'
767,'2+-3=-3','2+-5=-3',single,3,3,5,,,,,,,,,,'2;+;-;3;=;-;3','2;+;-;5;=;-;3'
768,'-7+2=-4','-7+3=-4',single,3,2,3,,,,,,,,,,'-;7;+;2;=;-;4','-;7;+;3;=;-;4'
769,'2+-3=0','3+-3=0',single,0,2,3,,,,,,,,,,'2;+;-;3;=;0','3;+;-;3;=;0'
770,'-1--11=19','-1--11=10',single,7,9,0,,,,,,,,,,'-;1;-;-;11;=;1;9','-;1;-;-;11;=;1;0'
771,'-3+1=-3','-3+1=-2',single,6,3,2,,,,,,,,,,'-;3;+;1;=;-;3','-;3;+;1;=;-;2'
772,'-11+1=-16','-11+1=-10',single,7,6,0,,,,,,,,,,'-;11;+;1;=;-;1;6','-;11;+;1;=;-;1;0'
773,'-4--2=-1','-4--3=-1',single,4,2,3,,,,,,,,,,'-;4;-;-;2;=;-;1','-;4;-;-;3;=;-;1'
774,'-8+-9=-14','-8+-6=-14',single,4,9,6,,,,,,,,,,'-;8;+;-;9;=;-;1;4','-;8;+;-;6;=;-;1;4'
775,'-2+3=0','-2+2=0',single,3,3,2,,,,,,,,,,'-;2;+;3;=;0','-;2;+;2;=;0'
776,'8+-6=-2','6+-8=-2',multi,0,8,6,3,6,8,,,,,,,'8;+;-;6;=;-;2','6;+;-;8;=;-;2'
777,'-11+-2=-12','-11+-2=-13',single,8,2,3,,,,,,,,,,'-;11;+;-;2;=;-;1;2','-;11;+;-;2;=;-;1;3'
778,'-5--2=-5','-5--2=-3',single,7,5,3,,,,,,,,,,'-;5;-;-;2;=;-;5','-;5;-;-;2;=;-;3'
779,'3+-3=-1','2+-3=-1',single,0,3,2,,,,,,,,,,'3;+;-;3;=;-;1','2;+;-;3;=;-;1'
780,'-7+11=11','-7+11=4',single,5,11,4,,,,,,,,,,'-;7;+;11;=;11','-;7;+;11;=;4'
781,'6+-1=3','6+-1=5',single,5,3,5,,,,,,,,,,'6;+;-;1;=;3','6;+;-;1;=;5'
782,'7+-2=3','7+-2=5',single,5,3,5,,,,,,,,,,'7;+;-;2;=;3','7;+;-;2;=;5'
783,'-3=-5-2','-3--5=2',multi,2,=,-,5,-,=,,,,,,,'-;3;=;-;5;-;2','-;3;-;-;5;=;2'
784,'-2+-3=-6','-3+-3=-6',single,1,2,3,,,,,,,,,,'-;2;+;-;3;=;-;6','-;3;+;-;3;=;-;6'
785,'-5+3=0','-5+5=0',single,3,3,5,,,,,,,,,,'-;5;+;3;=;0','-;5;+;5;=;0'
786,'-7=-2--5','-7--2=-5',multi,2,=,-,5,-,=,,,,,,,'-;7;=;-;2;-;-;5','-;7;-;-;2;=;-;5'
787,'-9--2=-6','-9--3=-6',single,4,2,3,,,,,,,,,,'-;9;-;-;2;=;-;6','-;9;-;-;3;=;-;6'
788,'-2--8=9','-2--8=6',single,6,9,6,,,,,,,,,,'-;2;-;-;8;=;9','-;2;-;-;8;=;6'
789,'-3--1=-3','-3--1=-2',single,7,3,2,,,,,,,,,,'-;3;-;-;1;=;-;3','-;3;-;-;1;=;-;2'
790,'-11--5=-8','-11--3=-8',single,4,5,3,,,,,,,,,,'-;11;-;-;5;=;-;8','-;11;-;-;3;=;-;8'
791,'-3+-8=-10','-2+-8=-10',single,1,3,2,,,,,,,,,,'-;3;+;-;8;=;-;1;0','-;2;+;-;8;=;-;1;0'
792,'-4+7=2','-4+7=3',single,5,2,3,,,,,,,,,,'-;4;+;7;=;2','-;4;+;7;=;3'
793,'-8+-3=-10','-8+-2=-10',single,4,3,2,,,,,,,,,,'-;8;+;-;3;=;-;1;0','-;8;+;-;2;=;-;1;0'
794,'-3+3=1','-2+3=1',single,1,3,2,,,,,,,,,,'-;3;+;3;=;1','-;2;+;3;=;1'
795,'-9+11=5','-6+11=5',single,1,9,6,,,,,,,,,,'-;9;+;11;=;5','-;6;+;11;=;5'
796,'-6--0=0','-6--6=0',single,4,0,6,,,,,,,,,,'-;6;-;-;0;=;0','-;6;-;-;6;=;0'
797,'-9--3=-3','-6--3=-3',single,1,9,6,,,,,,,,,,'-;9;-;-;3;=;-;3','-;6;-;-;3;=;-;3'
798,'-1+4=10','-1+11=10',single,3,4,11,,,,,,,,,,'-;1;+;4;=;1;0','-;1;+;11;=;1;0'
799,'3=9+-0','3=9+-6',single,5,0,6,,,,,,,,,,'3;=;9;+;-;0','3;=;9;+;-;6'
800,'-1+11=19','-1+11=10',single,6,9,0,,,,,,,,,,'-;1;+;11;=;1;9','-;1;+;11;=;1;0'
801,'-5+-5=-8','-3+-5=-8',single,1,5,3,,,,,,,,,,'-;5;+;-;5;=;-;8','-;3;+;-;5;=;-;8'
802,'-5+-7=-10','-3+-7=-10',single,1,5,3,,,,,,,,,,'-;5;+;-;7;=;-;1;0','-;3;+;-;7;=;-;1;0'
803,'-6+-11=-71','-6+-11=-17',multi,7,7,1,8,1,7,,,,,,,'-;6;+;-;11;=;-;7;1','-;6;+;-;11;=;-;1;7'
804,'-8+-5=-15','-8+-5=-13',single,8,5,3,,,,,,,,,,'-;8;+;-;5;=;-;1;5','-;8;+;-;5;=;-;1;3'
805,'-2+-0=-11','-2+-9=-11',single,4,0,9,,,,,,,,,,'-;2;+;-;0;=;-;11','-;2;+;-;9;=;-;11'
806,'-2+-0=-18','-2+-8=-10',multi,8,8,0,4,0,8,,,,,,,'-;2;+;-;0;=;-;1;8','-;2;+;-;8;=;-;1;0'
807,'-11--6=-3','-11--6=-5',single,7,3,5,,,,,,,,,,'-;11;-;-;6;=;-;3','-;11;-;-;6;=;-;5'
808,'0+-2=4','6+-2=4',single,0,0,6,,,,,,,,,,'0;+;-;2;=;4','6;+;-;2;=;4'
809,'-3--0=3','-3--6=3',single,4,0,6,,,,,,,,,,'-;3;-;-;0;=;3','-;3;-;-;6;=;3'
810,'-3--6=5','-3--6=3',single,6,5,3,,,,,,,,,,'-;3;-;-;6;=;5','-;3;-;-;6;=;3'
811,'4+-7=4','11+-7=4',single,0,4,11,,,,,,,,,,'4;+;-;7;=;4','11;+;-;7;=;4'
812,'-9+2=-4','-6+2=-4',single,1,9,6,,,,,,,,,,'-;9;+;2;=;-;4','-;6;+;2;=;-;4'
813,'-1=-8-7','-1--8=7',multi,2,=,-,5,-,=,,,,,,,'-;1;=;-;8;-;7','-;1;-;-;8;=;7'
814,'-7+-3=-9','-7+-2=-9',single,4,3,2,,,,,,,,,,'-;7;+;-;3;=;-;9','-;7;+;-;2;=;-;9'
815,'-11+6=-3','-11+6=-5',single,6,3,5,,,,,,,,,,'-;11;+;6;=;-;3','-;11;+;6;=;-;5'
816,'-5+-1=-72','-5+-7=-12',multi,7,7,1,4,1,7,,,,,,,'-;5;+;-;1;=;-;7;2','-;5;+;-;7;=;-;1;2'
817,'-0+-11=-20','-9+-11=-20',single,1,0,9,,,,,,,,,,'-;0;+;-;11;=;-;2;0','-;9;+;-;11;=;-;2;0'
818,'-3+-2=-4','-2+-2=-4',single,1,3,2,,,,,,,,,,'-;3;+;-;2;=;-;4','-;2;+;-;2;=;-;4'
819,'-8+-2=-19','-8+-2=-10',single,8,9,0,,,,,,,,,,'-;8;+;-;2;=;-;1;9','-;8;+;-;2;=;-;1;0'
820,'-4+-5=-7','-4+-3=-7',single,4,5,3,,,,,,,,,,'-;4;+;-;5;=;-;7','-;4;+;-;3;=;-;7'
